               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.023257,            0.070057,           0.0029849,             0.87306,             0.84611,             0.90841,             0.76588,            0.020254,            0.067728,           0.0051243,             0.00472,             0.00472,             0.00472
                 162,            0.023819,            0.071985,           0.0032615,             0.88433,             0.84914,             0.91617,             0.77059,            0.020144,            0.067055,           0.0048364,            0.004687,            0.004687,            0.004687
                 163,            0.023646,            0.071466,           0.0031346,             0.87734,             0.84923,             0.90543,             0.76157,            0.020085,            0.067266,           0.0051901,            0.004654,            0.004654,            0.004654
                 164,            0.023305,            0.070133,           0.0032361,              0.8818,             0.84696,             0.90691,             0.76437,            0.020006,            0.066568,           0.0052789,            0.004621,            0.004621,            0.004621
                 165,            0.023344,            0.070408,           0.0034315,             0.87197,             0.85651,              0.9062,             0.76197,            0.020047,            0.066097,           0.0051928,            0.004588,            0.004588,            0.004588
                 166,            0.023629,            0.072625,           0.0035808,             0.87734,             0.85423,             0.91283,              0.7686,            0.019952,            0.065466,           0.0051253,            0.004555,            0.004555,            0.004555
                 167,            0.024131,            0.072987,           0.0036399,             0.87084,             0.84706,             0.90876,             0.76551,            0.020186,            0.067026,           0.0050532,            0.004522,            0.004522,            0.004522
                 168,            0.024083,            0.073413,           0.0035028,             0.86301,             0.86692,             0.90341,             0.76106,            0.020138,             0.06772,           0.0053183,            0.004489,            0.004489,            0.004489
                 169,            0.023758,            0.070621,           0.0033331,             0.88346,              0.8483,             0.91115,             0.76922,            0.019966,            0.067337,           0.0051194,            0.004456,            0.004456,            0.004456
                 170,            0.023673,            0.073901,           0.0037354,             0.87682,             0.85916,             0.91099,              0.7662,            0.020024,            0.067171,           0.0052301,            0.004423,            0.004423,            0.004423
                 171,            0.023514,            0.070436,           0.0031413,             0.87473,             0.86299,             0.90356,             0.76061,            0.019943,            0.066462,           0.0055402,             0.00439,             0.00439,             0.00439
                 172,            0.023761,            0.071871,           0.0030087,             0.87241,             0.85954,             0.90938,             0.76555,             0.02006,            0.066468,           0.0052057,            0.004357,            0.004357,            0.004357
                 173,            0.023183,            0.069378,           0.0029535,             0.88046,             0.84308,              0.9054,              0.7658,            0.019995,            0.068572,           0.0050809,            0.004324,            0.004324,            0.004324
                 174,             0.02231,            0.067353,           0.0028766,             0.88134,             0.86103,             0.91369,             0.77122,            0.019897,            0.066471,           0.0049301,            0.004291,            0.004291,            0.004291
                 175,            0.022987,            0.068963,           0.0029093,             0.88112,             0.85912,              0.9114,             0.77017,            0.019877,             0.06592,           0.0051952,            0.004258,            0.004258,            0.004258
                 176,            0.023022,            0.070976,           0.0031518,             0.87783,             0.85588,             0.90675,             0.76756,            0.019889,             0.06756,           0.0051911,            0.004225,            0.004225,            0.004225
                 177,            0.023095,            0.066864,           0.0030458,             0.88267,             0.84449,             0.90105,             0.76171,            0.019916,            0.066747,           0.0055007,            0.004192,            0.004192,            0.004192
                 178,            0.022985,            0.069974,            0.002937,             0.86763,              0.8605,             0.91452,             0.76903,            0.019958,            0.066557,            0.004872,            0.004159,            0.004159,            0.004159
                 179,            0.023156,            0.070957,           0.0030146,             0.87331,             0.86507,             0.91465,             0.77489,            0.019736,            0.066101,           0.0048893,            0.004126,            0.004126,            0.004126
                 180,            0.022605,            0.066248,           0.0029015,             0.86864,             0.86988,             0.91007,             0.76902,            0.019805,            0.066334,           0.0050608,            0.004093,            0.004093,            0.004093
                 181,             0.02271,            0.070605,           0.0027296,             0.87485,             0.85062,             0.90616,             0.76649,             0.01992,            0.067018,           0.0054605,             0.00406,             0.00406,             0.00406
                 182,            0.023158,            0.071905,           0.0032532,             0.88674,             0.84491,             0.91376,             0.77416,            0.019972,             0.06786,           0.0046496,            0.004027,            0.004027,            0.004027
                 183,            0.022854,             0.06986,           0.0030814,             0.86721,             0.87177,             0.91259,             0.77472,            0.019604,            0.066855,           0.0048379,            0.003994,            0.003994,            0.003994
                 184,            0.022821,            0.068965,           0.0031771,             0.87228,             0.86136,             0.90959,             0.77434,            0.019601,            0.066687,           0.0048828,            0.003961,            0.003961,            0.003961
                 185,            0.022498,             0.06773,           0.0030763,             0.86819,             0.85939,             0.90178,             0.76446,            0.019846,            0.067886,            0.005302,            0.003928,            0.003928,            0.003928
                 186,            0.022627,            0.069816,           0.0032177,             0.85386,             0.87348,              0.9132,             0.77352,            0.019657,            0.065625,           0.0049884,            0.003895,            0.003895,            0.003895
                 187,            0.022818,            0.068195,            0.002784,             0.87781,             0.85788,             0.90773,             0.76942,            0.019625,            0.066201,           0.0051463,            0.003862,            0.003862,            0.003862
                 188,             0.02236,             0.06577,           0.0028406,              0.8863,             0.83762,              0.8991,             0.76369,            0.019907,            0.068672,           0.0056203,            0.003829,            0.003829,            0.003829
                 189,            0.022881,            0.070818,           0.0029243,             0.86169,             0.86126,             0.90649,             0.76843,            0.019679,            0.066236,           0.0052246,            0.003796,            0.003796,            0.003796
                 190,            0.022672,            0.068981,           0.0027893,             0.87101,             0.86606,             0.91296,             0.77478,            0.019621,            0.066345,           0.0048717,            0.003763,            0.003763,            0.003763
                 191,            0.022282,            0.064641,           0.0027937,             0.85508,             0.86125,             0.90369,             0.76544,            0.019653,            0.066771,           0.0054369,             0.00373,             0.00373,             0.00373
                 192,            0.021793,            0.065408,            0.003039,             0.85495,             0.86465,             0.90865,             0.77223,            0.019635,            0.066736,           0.0051404,            0.003697,            0.003697,            0.003697
                 193,            0.022647,            0.068615,           0.0028211,             0.87621,             0.86085,             0.90774,             0.77511,            0.019524,            0.065809,           0.0052695,            0.003664,            0.003664,            0.003664
                 194,            0.021814,            0.065226,           0.0027695,             0.87057,             0.86089,              0.9083,             0.77181,            0.019554,            0.066379,           0.0052514,            0.003631,            0.003631,            0.003631
                 195,            0.022698,            0.067893,           0.0030852,             0.87114,             0.85942,             0.90177,             0.76479,            0.019618,            0.066787,           0.0056927,            0.003598,            0.003598,            0.003598
                 196,            0.021819,            0.066613,            0.002645,             0.86657,             0.87548,             0.91534,             0.78009,            0.019531,            0.065637,           0.0047529,            0.003565,            0.003565,            0.003565
                 197,             0.02279,            0.068102,            0.002711,             0.87692,             0.86461,             0.91589,             0.77538,            0.019623,            0.065989,           0.0048492,            0.003532,            0.003532,            0.003532
                 198,            0.022273,            0.069524,           0.0028609,             0.86997,             0.85243,             0.90844,             0.76821,            0.019606,            0.066499,           0.0054023,            0.003499,            0.003499,            0.003499
                 199,            0.022419,              0.0696,           0.0028996,             0.86869,              0.8661,             0.91113,              0.7759,            0.019531,            0.065626,           0.0051367,            0.003466,            0.003466,            0.003466
                 200,             0.02199,            0.066198,           0.0027599,             0.86163,             0.87218,             0.90387,             0.76881,            0.019477,            0.065726,           0.0053259,            0.003433,            0.003433,            0.003433
                 201,            0.022601,            0.067235,           0.0028947,             0.86185,             0.86386,             0.89875,             0.76417,            0.019585,            0.066164,           0.0056689,              0.0034,              0.0034,              0.0034
                 202,            0.022234,            0.066084,           0.0030327,             0.88529,             0.84443,             0.90993,             0.77254,            0.019633,            0.068099,           0.0048302,            0.003367,            0.003367,            0.003367
                 203,            0.022471,            0.068599,           0.0027389,             0.87009,             0.87043,             0.91278,              0.7749,            0.019619,            0.066607,           0.0048339,            0.003334,            0.003334,            0.003334
                 204,            0.021702,            0.066479,           0.0029842,             0.86919,             0.85756,             0.90168,             0.76905,            0.019527,            0.067094,           0.0051718,            0.003301,            0.003301,            0.003301
                 205,            0.022369,            0.066463,           0.0029585,              0.8749,              0.8551,             0.91147,             0.77677,            0.019374,            0.065974,           0.0049671,            0.003268,            0.003268,            0.003268
                 206,            0.021853,            0.066168,            0.002746,             0.87179,             0.86075,             0.90866,             0.77478,            0.019542,            0.067256,           0.0052263,            0.003235,            0.003235,            0.003235
                 207,            0.021739,            0.065351,            0.002743,              0.8746,             0.85797,             0.91443,             0.77992,            0.019457,            0.066647,           0.0048566,            0.003202,            0.003202,            0.003202
                 208,            0.021723,            0.067154,           0.0028838,             0.87299,             0.85767,             0.90843,             0.77307,             0.01949,            0.066896,           0.0051195,            0.003169,            0.003169,            0.003169
                 209,            0.021478,            0.064865,            0.002611,             0.85465,             0.87639,             0.90853,             0.77259,            0.019287,            0.065472,           0.0051968,            0.003136,            0.003136,            0.003136
                 210,            0.021659,            0.066045,           0.0026358,             0.87545,             0.85126,             0.90476,             0.77454,            0.019351,            0.066389,           0.0052773,            0.003103,            0.003103,            0.003103
                 211,            0.021848,            0.065402,           0.0026495,             0.85641,             0.87184,             0.91083,             0.77774,             0.01939,             0.06623,           0.0049737,             0.00307,             0.00307,             0.00307
                 212,            0.021694,            0.066614,           0.0027827,             0.87853,             0.85499,             0.91132,             0.77859,            0.019422,            0.066635,           0.0050796,            0.003037,            0.003037,            0.003037
                 213,            0.021943,            0.065788,           0.0028375,             0.89632,              0.8402,             0.91485,              0.7785,            0.019387,            0.066153,           0.0051838,            0.003004,            0.003004,            0.003004
                 214,            0.021142,            0.066306,            0.002426,             0.87724,             0.85437,             0.91056,             0.77859,            0.019306,            0.065965,           0.0050622,            0.002971,            0.002971,            0.002971
                 215,            0.021949,            0.065874,           0.0025998,              0.8785,             0.85829,             0.90722,             0.77551,            0.019414,            0.065686,           0.0051453,            0.002938,            0.002938,            0.002938
                 216,            0.021362,            0.063847,           0.0024135,             0.87533,             0.86129,              0.9057,             0.77127,            0.019317,            0.066115,           0.0051863,            0.002905,            0.002905,            0.002905
                 217,            0.021819,            0.066504,            0.002549,             0.87694,             0.86076,             0.91058,             0.77608,            0.019331,            0.066799,           0.0048655,            0.002872,            0.002872,            0.002872
                 218,            0.022255,            0.068289,           0.0031329,             0.86433,              0.8672,             0.90709,             0.77323,            0.019454,            0.067395,           0.0050608,            0.002839,            0.002839,            0.002839
                 219,            0.021661,            0.064914,           0.0026384,             0.88758,             0.85532,             0.91326,             0.77884,            0.019395,            0.065923,           0.0048298,            0.002806,            0.002806,            0.002806
                 220,            0.021603,            0.065668,           0.0026741,             0.87606,             0.86573,             0.90965,             0.77792,            0.019281,            0.066678,           0.0048487,            0.002773,            0.002773,            0.002773
                 221,            0.021256,             0.06676,           0.0027404,             0.88398,             0.85812,             0.91136,             0.78148,            0.019271,            0.066186,           0.0048069,             0.00274,             0.00274,             0.00274
                 222,            0.021864,            0.067541,           0.0026842,              0.8784,              0.8675,             0.91027,             0.77869,            0.019324,            0.066418,           0.0049523,            0.002707,            0.002707,            0.002707
                 223,            0.021695,            0.067376,           0.0025943,             0.88217,             0.86621,             0.90979,             0.77807,            0.019367,            0.066629,            0.004938,            0.002674,            0.002674,            0.002674
                 224,            0.021571,            0.066862,           0.0024857,             0.88418,              0.8566,             0.91003,             0.77969,             0.01926,            0.066167,           0.0052449,            0.002641,            0.002641,            0.002641
                 225,             0.02081,            0.060843,           0.0024197,             0.86708,             0.86652,             0.90592,              0.7724,            0.019243,            0.065882,           0.0054672,            0.002608,            0.002608,            0.002608
                 226,            0.021336,            0.064912,           0.0026783,             0.87331,             0.85377,             0.90009,             0.77085,             0.01921,            0.065636,           0.0056289,            0.002575,            0.002575,            0.002575
                 227,            0.020881,            0.062716,           0.0022768,             0.88889,             0.84876,             0.91042,              0.7796,            0.019319,            0.065823,           0.0050712,            0.002542,            0.002542,            0.002542
                 228,             0.02083,            0.064441,           0.0024444,             0.87314,              0.8643,              0.9062,             0.77711,            0.019239,            0.065612,           0.0052624,            0.002509,            0.002509,            0.002509
                 229,            0.021093,            0.064445,            0.002705,              0.8831,             0.85866,             0.91276,             0.78057,            0.019215,            0.065642,           0.0050981,            0.002476,            0.002476,            0.002476
                 230,            0.020652,            0.063921,           0.0022151,             0.87978,             0.85443,             0.90402,             0.77676,            0.019243,            0.065855,           0.0053097,            0.002443,            0.002443,            0.002443
                 231,            0.021759,            0.068803,           0.0024265,              0.8842,             0.85753,             0.90555,             0.77641,            0.019191,            0.065964,           0.0051469,             0.00241,             0.00241,             0.00241
                 232,            0.021258,            0.065729,           0.0027859,              0.8784,             0.86079,             0.91226,             0.78104,            0.019202,             0.06564,           0.0051266,            0.002377,            0.002377,            0.002377
                 233,            0.021114,             0.06404,           0.0024041,             0.88684,             0.85576,             0.91153,             0.78122,            0.019238,            0.066211,           0.0050523,            0.002344,            0.002344,            0.002344
                 234,            0.020991,            0.064355,           0.0023507,             0.88454,             0.84732,             0.90556,             0.77606,            0.019261,            0.066569,           0.0051829,            0.002311,            0.002311,            0.002311
                 235,            0.020859,            0.063793,           0.0026004,             0.87103,             0.86258,             0.90981,             0.77746,            0.019278,            0.066042,           0.0050521,            0.002278,            0.002278,            0.002278
                 236,            0.020606,            0.064359,           0.0024557,              0.8874,             0.85456,             0.90872,             0.77949,            0.019284,            0.066459,            0.005189,            0.002245,            0.002245,            0.002245
                 237,            0.020303,            0.061291,           0.0023065,              0.8707,              0.8614,              0.9072,             0.77772,            0.019166,            0.066574,           0.0051392,            0.002212,            0.002212,            0.002212
                 238,            0.021129,            0.064718,           0.0026841,             0.88094,             0.84896,             0.91009,             0.78008,            0.019122,            0.065626,           0.0051118,            0.002179,            0.002179,            0.002179
                 239,            0.021018,            0.063143,             0.00246,             0.88219,             0.85584,             0.91483,             0.78469,            0.019089,            0.065584,           0.0050873,            0.002146,            0.002146,            0.002146
                 240,            0.021043,            0.064854,           0.0026162,             0.88674,             0.85843,               0.916,             0.78693,            0.019045,            0.065225,           0.0048645,            0.002113,            0.002113,            0.002113
                 241,            0.020663,            0.062913,             0.00245,             0.87963,             0.86757,             0.91526,              0.7851,            0.019113,            0.065543,           0.0050668,             0.00208,             0.00208,             0.00208
                 242,            0.020902,            0.064157,            0.002484,             0.87512,             0.86315,             0.91141,             0.78378,            0.018979,            0.064838,           0.0052463,            0.002047,            0.002047,            0.002047
                 243,            0.020944,            0.063152,           0.0025652,             0.87615,             0.86775,             0.91514,             0.78744,            0.019027,            0.065296,           0.0049589,            0.002014,            0.002014,            0.002014
                 244,            0.021298,            0.065371,           0.0023469,             0.86441,             0.87457,             0.91187,             0.78504,            0.019067,            0.065804,           0.0050402,            0.001981,            0.001981,            0.001981
                 245,            0.020686,            0.063553,           0.0023913,             0.86675,             0.87755,             0.90858,             0.78114,            0.018979,            0.065641,           0.0051464,            0.001948,            0.001948,            0.001948
                 246,            0.020757,            0.063974,           0.0022178,             0.87016,             0.87223,             0.91547,             0.78802,            0.018965,            0.065212,           0.0048915,            0.001915,            0.001915,            0.001915
                 247,            0.020233,            0.062956,           0.0023375,              0.8789,             0.86853,             0.91366,             0.78465,            0.018967,             0.06577,           0.0049681,            0.001882,            0.001882,            0.001882
                 248,            0.020711,            0.064246,           0.0024232,             0.87645,             0.86714,             0.91285,               0.786,            0.019018,            0.065605,           0.0049787,            0.001849,            0.001849,            0.001849
                 249,            0.020866,            0.063418,           0.0022969,             0.88304,             0.85569,             0.90933,             0.78183,            0.019064,            0.065794,           0.0053121,            0.001816,            0.001816,            0.001816
                 250,            0.020637,            0.064012,           0.0027929,             0.88194,             0.86373,             0.91105,             0.78461,             0.01911,            0.065766,           0.0049914,            0.001783,            0.001783,            0.001783
                 251,            0.020516,             0.06159,           0.0022977,             0.88665,             0.85021,              0.9127,             0.78401,            0.019058,            0.066038,           0.0049956,             0.00175,             0.00175,             0.00175
                 252,            0.021012,            0.064794,            0.002392,             0.89085,             0.84865,             0.91491,             0.78955,            0.019019,            0.065883,           0.0049061,            0.001717,            0.001717,            0.001717
                 253,            0.020195,            0.060425,           0.0022166,             0.88956,             0.84655,             0.91016,             0.78354,            0.018991,            0.065953,           0.0051395,            0.001684,            0.001684,            0.001684
                 254,            0.020396,            0.061716,           0.0023636,              0.8893,              0.8507,               0.908,             0.78267,            0.019049,            0.066795,           0.0050314,            0.001651,            0.001651,            0.001651
                 255,            0.020091,             0.06191,           0.0023538,             0.88297,             0.85468,             0.90556,             0.78096,            0.018998,            0.066253,           0.0053673,            0.001618,            0.001618,            0.001618
                 256,            0.020615,            0.063037,           0.0022965,             0.88718,             0.85303,             0.91127,             0.78314,            0.018934,            0.065444,           0.0053113,            0.001585,            0.001585,            0.001585
                 257,            0.020239,            0.060274,           0.0022324,              0.8842,             0.85768,             0.90894,             0.78498,            0.018914,            0.065719,           0.0051489,            0.001552,            0.001552,            0.001552
                 258,            0.020323,            0.061494,           0.0022972,             0.88946,             0.84857,              0.9088,             0.78631,            0.018965,            0.066236,            0.005163,            0.001519,            0.001519,            0.001519
                 259,            0.020962,            0.062925,           0.0023782,             0.87913,             0.86095,             0.91315,             0.78839,             0.01896,            0.066448,           0.0049658,            0.001486,            0.001486,            0.001486
                 260,            0.020767,            0.063339,           0.0024761,             0.88619,             0.85016,             0.90629,              0.7822,            0.019066,            0.067353,           0.0053345,            0.001453,            0.001453,            0.001453
                 261,            0.020188,            0.060815,           0.0021243,             0.88493,             0.85381,             0.91049,             0.78443,            0.018862,            0.065192,           0.0052993,             0.00142,             0.00142,             0.00142
                 262,            0.020533,            0.061492,           0.0021029,             0.88998,             0.85199,             0.90768,             0.78075,            0.018888,            0.065536,            0.005336,            0.001387,            0.001387,            0.001387
                 263,            0.020426,            0.061387,           0.0023157,             0.88094,             0.85902,             0.91247,             0.78802,            0.018843,            0.065061,           0.0052557,            0.001354,            0.001354,            0.001354
                 264,            0.020697,            0.063134,              0.0026,             0.87648,             0.85686,             0.90588,             0.78118,             0.01892,            0.066189,           0.0054328,            0.001321,            0.001321,            0.001321
                 265,            0.020523,            0.061469,           0.0023578,             0.88744,             0.85588,             0.90807,             0.78317,            0.018931,            0.066071,           0.0053714,            0.001288,            0.001288,            0.001288
                 266,            0.020417,            0.062276,           0.0022386,             0.88002,             0.85997,             0.90873,             0.78272,            0.018903,            0.065919,           0.0053972,            0.001255,            0.001255,            0.001255
                 267,            0.020471,            0.062524,           0.0022617,             0.89209,             0.85163,             0.91289,             0.78674,            0.018854,            0.065993,           0.0052017,            0.001222,            0.001222,            0.001222
                 268,            0.020326,            0.061588,           0.0023279,             0.88969,             0.84812,             0.90604,             0.78177,              0.0189,            0.066187,           0.0052788,            0.001189,            0.001189,            0.001189
                 269,            0.019934,            0.059894,           0.0023011,             0.87987,             0.85644,             0.90923,             0.78349,            0.018829,              0.0653,            0.005253,            0.001156,            0.001156,            0.001156
                 270,            0.020762,            0.062371,           0.0023698,              0.8789,             0.86412,             0.91281,             0.78767,            0.018769,            0.064796,           0.0051735,            0.001123,            0.001123,            0.001123
                 271,            0.020069,            0.061306,           0.0021082,             0.88349,             0.85724,             0.91016,             0.78504,            0.018785,             0.06554,           0.0053766,             0.00109,             0.00109,             0.00109
                 272,            0.020161,            0.060504,           0.0023809,             0.87872,             0.86299,             0.91038,             0.78642,            0.018845,            0.066326,           0.0052699,            0.001057,            0.001057,            0.001057
                 273,            0.020621,            0.062816,           0.0024854,             0.88727,             0.85372,             0.90855,             0.78574,            0.018878,              0.0665,           0.0053234,            0.001024,            0.001024,            0.001024
                 274,            0.020424,            0.061606,           0.0021623,             0.87436,             0.85909,             0.90598,              0.7829,            0.018877,            0.066267,           0.0054469,            0.000991,            0.000991,            0.000991
                 275,            0.020018,            0.060751,           0.0021225,              0.8836,             0.85642,             0.90685,             0.78293,             0.01886,            0.065867,           0.0054682,            0.000958,            0.000958,            0.000958
                 276,            0.020032,            0.063294,           0.0025233,             0.88061,             0.85528,             0.90864,             0.78545,            0.018797,            0.065531,           0.0054446,            0.000925,            0.000925,            0.000925
                 277,            0.020723,            0.064024,           0.0022637,             0.87536,             0.86073,             0.90776,             0.78564,            0.018857,            0.066003,           0.0054186,            0.000892,            0.000892,            0.000892
                 278,            0.020702,            0.063271,           0.0022919,             0.87652,             0.85531,             0.90714,             0.78502,            0.018856,            0.066328,           0.0053944,            0.000859,            0.000859,            0.000859
                 279,            0.019856,            0.059147,           0.0024693,             0.87873,             0.85684,             0.90656,              0.7851,            0.018842,            0.065801,           0.0053707,            0.000826,            0.000826,            0.000826
                 280,            0.020279,            0.061861,           0.0024021,             0.87497,             0.86379,             0.90862,             0.78777,            0.018847,            0.065996,           0.0053145,            0.000793,            0.000793,            0.000793
                 281,            0.020498,            0.062138,           0.0024059,             0.87045,             0.86614,             0.91291,             0.78925,            0.018817,            0.065675,           0.0052512,             0.00076,             0.00076,             0.00076
                 282,            0.020118,            0.063312,           0.0027231,             0.87203,             0.86687,              0.9117,             0.78915,            0.018815,            0.065882,           0.0052519,            0.000727,            0.000727,            0.000727
                 283,            0.020059,            0.061178,           0.0023157,             0.89065,             0.85306,             0.90625,             0.78619,            0.018807,            0.065986,           0.0053158,            0.000694,            0.000694,            0.000694
                 284,            0.020085,            0.061955,           0.0022497,              0.8855,             0.85495,             0.90353,             0.78257,            0.018812,            0.065935,           0.0055054,            0.000661,            0.000661,            0.000661
                 285,            0.020005,            0.063419,           0.0020891,              0.8853,             0.85552,              0.9067,             0.78565,            0.018828,            0.066281,           0.0053147,            0.000628,            0.000628,            0.000628
                 286,            0.020095,            0.060695,           0.0023646,             0.87927,             0.85985,             0.90603,             0.78335,            0.018828,            0.066299,           0.0053295,            0.000595,            0.000595,            0.000595
                 287,            0.020363,            0.063286,           0.0022213,             0.88039,             0.85606,              0.9112,             0.79012,             0.01879,            0.065821,           0.0051494,            0.000562,            0.000562,            0.000562
                 288,            0.019875,            0.059881,           0.0021722,             0.87948,             0.85386,              0.9086,             0.78721,            0.018763,            0.065872,           0.0052966,            0.000529,            0.000529,            0.000529
                 289,            0.019915,            0.060277,           0.0021402,             0.88281,             0.85598,             0.91358,             0.79176,            0.018774,            0.065844,           0.0050982,            0.000496,            0.000496,            0.000496
                 290,            0.019862,            0.060863,           0.0022338,             0.88224,             0.85939,             0.91067,             0.78964,            0.018777,            0.066017,            0.005161,            0.000463,            0.000463,            0.000463
                 291,            0.020348,            0.061893,           0.0020758,             0.87953,             0.85971,              0.9095,             0.78816,            0.018793,            0.066079,           0.0052728,             0.00043,             0.00043,             0.00043
                 292,            0.019673,            0.059529,           0.0021153,             0.87817,             0.86036,             0.90989,             0.78934,            0.018779,            0.066096,           0.0052757,            0.000397,            0.000397,            0.000397
                 293,            0.019836,            0.059909,           0.0022188,             0.88139,             0.86048,              0.9112,             0.79029,            0.018787,            0.066051,           0.0051199,            0.000364,            0.000364,            0.000364
                 294,            0.020197,            0.060287,           0.0021954,             0.87485,             0.86218,             0.90755,              0.7862,            0.018797,            0.066293,            0.005338,            0.000331,            0.000331,            0.000331
                 295,            0.020138,            0.062411,           0.0020865,             0.86908,             0.86876,              0.9093,             0.78871,            0.018763,             0.06594,           0.0052636,            0.000298,            0.000298,            0.000298
                 296,            0.020113,            0.061911,           0.0020832,             0.87654,             0.86399,             0.90727,             0.78735,            0.018757,            0.065883,           0.0053105,            0.000265,            0.000265,            0.000265
                 297,            0.019824,            0.060139,           0.0018869,             0.88129,             0.85904,              0.9076,             0.78658,            0.018763,            0.065918,           0.0052795,            0.000232,            0.000232,            0.000232
                 298,             0.02024,            0.062492,           0.0021797,             0.87064,             0.86757,             0.90899,             0.78791,            0.018768,            0.066092,           0.0052115,            0.000199,            0.000199,            0.000199
                 299,            0.020196,            0.062742,           0.0021713,             0.87906,             0.86802,             0.91076,             0.78894,            0.018766,            0.065922,           0.0051198,            0.000166,            0.000166,            0.000166
